"ID","Viewpoint","Location","Collar","Tie","Skirt","Uniform","Sleeve","NSFW","Mood","Subject","Gender","Time","Author","Remarks"
"20201115-6","Front,Side","Train,Streets","White","Red","Navy Blue","Navy Blue","1","0","1","2","0","0","ハルイ","Yuri"
"20201118-0","Front","Building,School","Navy Blue","Red","Navy Blue","Ivory","1","0","0","0","0","0","ゆきまる",
"20201118-1","Front","","Blue","Red","Navy Blue","WHite","0","0","2","1","0","","AME","VTuber,Gawr Gura"
"20201118-2","Front,Side","Building","Navy Blue","Yellow","","White","1","0","1,2","1","0","0","おみなえし","VOICEROID,Aoi Kotonoha"
"20201118-3","Front,Side","","Gray","Gray","Gray","White","1","0","1","1","0","","おみなえし",
"20201118-4","Side","","Navy Blue","Red","Navy Blue","White","1","0","1,2","2","0","","yuuna","Yuri"
"20201118-5","Side","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","1","1","0","","みなせなぎ","Snowfall"
"20201118-6","Front","","Navy Blue","Red","","White","0","0","1,2","1","0","","amanun",
"20201118-7","Front,Side","","Navy Blue","Cyan","Navy Blue","White","1","2","1,2","1","1","","lockjaw",
"20201118-8","Front","","Black","Red","Black","Black","0","0","1","1","0","","Xuga",
"20201118-9","Front,Side","","Navy Blue","Light Blue","Navy Blue","White","1","0","1,2","1","0","","チロル","Hyouka,Eru Chitanda"
"20201120-0","Side","School","Navy Blue","Navy Blue","Navy Blue","White","1","0","1","1","0","0","ハルイ","Hyouka,Eru Chitanda,Pouting"
"20201120-1","Front","","White","Brown","Navy Blue,Brown","Brown","1","0","1","1","0","","阿桜あざな",
"20201120-2","Front,Side","","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","","阿桜あざな","Animal,Umbrella"
"20201120-3","Front","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","1","1","0","","阿桜あざな",
"20201120-4","Side,Bottom","Wilderness","Navy Blue","Red","Navy Blue","White","0","0","0,1","1","0","0","阿桜あざな",
"20201120-5","Front","Streets","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","0","阿桜あざな","Animal"
"20201120-6","Side","","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","","阿桜あざな",
"20201120-7","Front","","Black","Red","","Black","1","0","1,2","1","0","","揚げたまご",
"20201120-8","Front","Bed","Light Blue","Light Blue","Light Blue","White","0","0","1","1","0","0","Tegami","Cat,Fox"
"20201120-9","Front","","Navy Blue","Red","","Navy Blue","1","0","2","1","0","","おこと","Tears"
"20201121-0","Back","School,Building","Black","Black","Black","Black","1","1","1","1","0","0","めんぼー","Vibrator"
"20201121-1","Back","Wilderness","Navy Blue","","Navy Blue","White","0","0","1","1","0","0,1","おこと",
"20201121-2","Side","","Navy Blue","Red,Blue","Navy Blue","Navy Blue,Blue,Red","1","0","1,2","2","0","","わたラムネ","VTuber,Houshou Marine,Gaurugura"
"20201121-3","Front,Bottom","","Light Blue","Light Red","Lgiht Blue","White","0","0","1","1","0","","10月ミリリットル","Weapon"
"20201121-4","Front,Side","Streets","Navy Blue","Red","Navy Blue","White","0","0","1","2","0","0","10月ミリリットル","Demon"
"20201121-5","Side","Wilderness","Navy Blue","Blue","","White","0","0","1","1","0","0","10月ミリリットル","Demon"
"20201121-7","Front","","Pink","Pink","/","White","0","1","2","1","1","","Miya","Fate/Grand Order,Astolfo,Swimsuit,Penis"
"20201121-8","Front,Side","","Black","White","Black","Black,Gray","1","0","1,2","1","0","","白",
"20201121-9","Front","House,Bed","Gray","Yellow","Black","Black","1","2","0,1","1","0","","いちごとーふ","Penis,Cum,Orgasm,Glasses"
"20201123-0","Front","","Navy Blue","Red","","White","1","0","1","1","0","","詩恩","Glasses"
"20201123-1","Front","","Navy Blue","Yellow","Navy Blue","White","0","0","1,2","1","0","","久利進",
"20201123-2","Front","","Light Blue","Red","Light Blue","White","1","0","1","1","0","","久利進",
"20201123-3","Front","","Navy Blue","Red","Navy Blue","White","0","1","1","1","0","","久利進",
"20201123-4","Front","","Black","Green","Black","White","1","0","2","1","0","","久利進",
"20201123-5","Front,Side","Building","White","Grue","Light Gray","White","0","2","0","1","0","","えと",
"20201123-6","Back,Front","","Navy Blue","Yellow","Navy Blue","White","0","2","0","1","0","","えと","Collar"
"20201123-7","Front","Building,House","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","0","えと",
"20201123-8","Front","School","White","Grue","Brown,Black","White","0","0","1","1","0","0","えと",
"20201123-9","Front","School","Red,Purple","Dim Blue","Navy Blue","Navy Blue","1","0","1","1","0","0","にじげん",
"20201124-0","Front,Side","Train,Streets","Navy Blue","Red","Navy Blue","Ivory","1","0","1","1","0","0","おこと",
"20201124-1","Front,Side","Wilderness","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","0","かんとり","The Idolmaster: Cinderella Girls,Shizuku Oikawa,Breasts"
"20201124-2","Front,Top","Building","Navy Blue","Red","Navy Blue","Navy Blue","1","0","1,2","1","0","","ぺんたごん","Dialog"
"20201124-3","Front,Top","Bed","Navy Blue","Red","Navy Blue","White","0","2","1","1","0","","みなぎざくら (みなぎく)","Collar"
"20201124-4","Front,Side","Building","Black","Navy Blue","Black","White","0","2","1","1","0","","みなぎざくら (みなぎく)","Collar"
"20201124-5","Front","Streets","Navy Blue","White","Navy Blue","Navy Blue","1","0","1","1","0","0","かえる","Hairdressing"
"20201124-6","Front","Wilderness","Navy Blue","Red","Navy Blue","White","0","0","1","0","0","0","紀伊菜檎","Touhou Project,Sanae Kochiya,In Water"
"20201124-7","Front","","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","","Min",
"20201124-8","Side","","White","Blue","Navy Blue","Dim Blue,Gray","1","0","1","1","0","","ふるとり",
"20201124-9","Side","","White","Dim Blue","","Navy Blue","1","0","1","1","0","","あしやひろ",
"20201125-0","Side,Back","School","Navy Blue","","Navy Blue","White","0","0","1","1","0","0","あしやひろ","Hairdressing"
"20201125-1","Front,Side,Top","Streets,Wilderness","Black","Red","Black","Black","1","0","1","1","0","0","あしやひろ",
"20201125-2","Side","School","Navy Blue","Dim Blue","Navy Blue","Navy Blue","1","0","1","1","0","0","あしやひろ","Hairdressing"
"20201125-3","Front","","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","0","あしやひろ","Hat"
"20201125-4","Front","School,Building","Navy Blue","Navy Blue","Navy Blue","White","0","0","1","1","0","0","あしやひろ","Hairdressing"
"20201125-5","Front,Side","Streets","Gold,White","Light Blue","","Gold,White","0","0","1","1","0","0","もつ","Umbrella,Snowfall"
"20201125-6","Front","Wilderness","Black","Red","","Black","1","0","1","1","0","0","もつ",
"20201125-7","Side","Wilderness","Navy Blue","Red","Navy Blue,Gray","White","1","0","1","1","0","0","もちなべ","Rainfall,Tears,In Water"
"20201125-8","Front,Side","","Pink","Pink","Pink","White","1","0","1","1","1","","もちなべ","Fate/Grand Order,Astolfo"
"20201125-9","Top","School,Building","Light Blue","Yellow","Light Blue","White","0","0","1","1","0","0","もちなべ",
"20201126-0","Side","","Navy Blue,Gray","Grue,Red","/,Gray","White","0","1","1","2","0","","もちなべ","Yuri"
"20201126-1","Front,Side","Streets","Navy Blue","Green","Navy Blue","White","1","0","1","1","0","0","もちなべ",
"20201126-2","Side","School","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","2","もちなべ","Angel"
"20201126-3","Side","","Black","Red","Black","White","1","0","1","1","0","","雨間 もにろ",
"20201126-4","Front,Side","Streets","Navy Blue","Light Blue","Navy Blue,Purple","Ivory,White","1","0","1,2","1","0","","ふわり",
"20201126-5","Side,Back","Building","Navy Blue","","","White","0","0","1","1","0","","ふわり","Hairdressing"
"20201126-6","Side","Streets","Navy Blue","Navy Blue","Navy Blue","White,Ivory","1","0","2","1","0","0","ふわり","Bicycle"
"20201126-7","Front","","Black","White","","Black","1","0","1","1","0","","ふわり",
"20201126-8","Front","","White","Red","","Black","0","0","1","1","0","","ふわり","Cat,Collar"
"20201126-9","Front","Streets,Shrine","Black","Red","Black","White","1","0","1","1","0","0","ふわり","Weapon"
"20201127-0","Front,Top","Streets","White","Red","Navy Blue","White","1","0","2","1","0","0","才京ぴんく","Animal"
"20201127-1","Side","School","Navy Blue","White","Navy Blue","Navy Blue","1","0","1","1","0","","ぺんたごん","Dialog"
"20201127-2","Side,Back","Building","Blue","Red","Blue","White","0","0","1","2","0","","23el",
"20201127-3","Side,Back","School","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","0","23el",
"20201127-5","Side,Bottom","","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","","23el",
"20201127-6","Front","Wilderness","Blue","Red","Navy Blue,Gray","White","1","1","1","1","0","1","セネト",
"20201127-7","Front","Building","White","Red","Gray","Gray","1","1","1","1","0","","セネト",
"20201127-8","Front,Side","Sofa","White","Red","Navy Blue","Navy Blue","1","1","1","1","0","","セネト",
"20201127-9","Front","Bed","Navy Blue","Red","Navy Blue,Black","White","0","1","2","1","0","1","セネト","Karakai Jouzu no Takagi-san,Takagi-san"
"20201129-0","Front","","Navy Blue","Light Blue","Navy Blue","White","1","0","1","1","0","","iren",
"20201129-1","Top","Wilderness","White","Light Blue","Navy Blue","Navy Blue","1","0","1","1","0","0","iren",
"20201129-2","Front,Bottom","","Navy Blue","Red","Navy Blue","White","1","1","2","2","0","","むぐら",
"20201129-3","Front,Side","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","1","1","0","","むぐら","Pouting"
"20201129-4","Front,Side","","Navy Blue","Red","","White","1","0","1","1","0","","しぐれぷに子",
"20201129-5","Front","","Black","Green","Black","Black","1","0","1","1","0","","しぐれぷに子",
"20201129-6","Front","School","Navy Blue","/","Navy Blue","White","0","2","2","1","0","1","相川たつき","Breasts,Vagina,Undressing"
"20201129-7","Front","Building,Pool","Navy Blue","/","/","Translucent White","0","2","2","1","0","","相川たつき","Breasts,Vagina,Undressing"
"20201129-8","Front,Side,Top","House","Navy Blue","/","Navy Blue","White","0","2","1","1","0","","相川たつき","Breasts,Undressing"
"20201129-9","Front","Streets,Wilderness","Navy Blue","Grue","","White,Pink","1","0","2","1","0","1","のねむ",
"20201202-0","Front","Streets","Navy Blue","Red","Navy Blue","Navy Blue","1","0","1,2","1","0","0","虹倉ビン",
"20201202-1","Side,Back","Streets,Ruins","Black","","Black","White","0","0","1","1","0","0","虹倉ビン",
"20201202-2","Top","Sofa,Wilderness","Navy Blue","Red","Navy Blue","Navy Blue","1","0","1","1","0","0","虹倉ビン","Sleeping"
"20201202-3","Side","Wilderness","Navy Blue","Red","Navy Blue","Navy Blue","1","0","1","1","0","0","虹倉ビン",
"20201202-4","Front","Streets,Wilderness","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","0","虹倉ビン","Weapon"
"20201202-5","Front","Streets","Black","Red","Black","White","1","0","2","1","0","0","虹倉ビン",
"20201202-6","Front","","Navy Blue","Red","Navy Blue","White","0","0","1,2","1","0","","虹倉ビン",
"20201202-7","Front","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","1","1","0","","おねね",
"20201202-8","Front,Side","","Navy Blue","White","Navy Blue","White","1","0","2","1","0","","タクキtakuki","Sleeping"
"20201202-9","Front,Side","","Black","White","","Black","1","0","1","1","0","","タクキtakuki",
"20201204-0","Front,Side","","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","","てんまる",
"20201204-2","Side","School,Building,Library","Black,Navy Blue","Green,Blue","Navy Blue","White","0","0","2","2","0","","耳かき",
"20201204-3","Front","School","White","Blue","Navy Blue","White,Ivory","1","0","2","1","0","0","ぺんたごん","Hairdressing"
"20201204-4","Front","Streets","Black","White","Black","Black","1","0","2","1","0","0","ぺんたごん","Dialog"
"20201204-5","Front","Streets,Building","Navy Blue","Black","Navy Blue","White,Ivory","1","0","2","1","0","0","ぺんたごん",
"20201204-6","Side","","Navy Blue","Navy Blue","Navy Blue","White","1","0","1","1","0","","うさごろう",
"20201204-7","Side","Bed","White","Light Blue","Black","White","1","0","1","1","0","","Kavies カゲミツ","Ryuou no Shigoto!,Ginko Sora"
"20201204-8","Side","Streets","Brown","Brown","Brown,Black","White","0","0","1","1","0","0","0525","Animals,Rainfall"
"20201204-9","Side,Back","Bed","Light Blue","","Light Blue","White","0","2","1","1","0","","TripleQ",
"20201205-0","Top","Bed","Navy Blue","Red","Navy Blue","White","1","1","1","1","0","","おみなえし","Undressing"
"20201205-1","Front,Side","Streets,Hidden","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","0","おみなえし",
"20201205-2","Side,Back,Top","Sofa","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","","おみなえし","Dialog"
"20201205-3","Side","Wilderness","Black","Red","Black","White","0","0","1","1","0","0","白井栗","In Water,Animals"
"20201205-4","Top","Wilderness","Navy Blue","Red","","White","0","0","1","1","0","0","白井栗","In Water,Tears"
"20201205-5","Front,Side","","Black","Red","Black","Black","1","0","1","1","0","","白井栗",
"20201205-6","Front","","Black","Red","","White","1","0","1","1","0","","白井栗",
"20201205-7","Front","","Navy Blue","Red","Navy Blue","White","0","0","1,2","1","0","","白井栗","Love Letter"
"20201205-8","Front","Cage,Building","Navy Blue","Red","Navy Blue","White","1","0","1,2","1","0","","白井栗","Hairdressing"
"20201205-9","Front","","Navy Blue","Light Blue","Navy Blue","Navy Blue","1","0","1","1","0","","えのきたろー",
"20201207-0","Front","Building","Navy Blue","Red","/","Translucent White","0","2","1","1","0","","あいらん・どらごん","Breasts"
"20201207-1","Front","","White","Light Blue","White","Gray","1","0","1,2","1","0","","たんたんめん",
"20201207-2","Front","","Black","Light Blue,Grue","","White","1","0","1","1","0","","そらいろ","Collar"
"20201207-3","Side","Wilderness","Light Blue,Grue","","Light Blue,Grue","White","0","0","1,2","1","0","0","そらいろ",
"20201207-4","Front,Side,Bottom","Wilderness","White","Red","White","White","1","0","1","1","0","2","りんごく",
"20201207-5","Front","","Black","Green","Black","Black","1","0","1","1","0","","ことすず","Kimetsu no Yaiba,Nezuko Kamado,Demon"
"20201207-6","Front","","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","","ななまがる",
"20201207-7","Front,Side","Streets","Navy Blue","Light Blue","Navy Blue","White","0","0","2","1","0","0","KQブルーライン",
"20201207-8","Front","Building","White","Grue","Grue,Navy Blue","Ivory","1","0","2","1","0","1","柚子結ゆず",
"20201207-9","Front","","White","Yellow","Light Blue","White","0","0","1,2","1","0","","柚子結ゆず","The Idolmaster,Yuriko Nanao"
"20201208-0","Front","Building,Rooftop","Navy Blue","Red","","Black","1","0","1","1","0","1","柚子結ゆず",
"20201208-1","Back","Bed","Black","","Black","White","0","1","1","1","0","","弱電波",
"20201208-2","Top","Bed","Black","Red","Black","White","0","2","","1","0","","弱電波","Breasts,Vagina"
"20201208-3","Front","House,Bed","Light Blue","Red","Light Blue","White,Black","1","0","1,2","1","0","1","芝野",
"20201208-5","Front","","Navy Blue","Light Blue","Navy Blue","Navy Blue","1","0","1","1","0","","アティエス- Aties",
"20201208-6","Front,Top","School","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","","アティエス- Aties","Undressing,Vagina"
"20201208-7","Front,Side","Bathroom,House","Navy Blue","Red","/","White","1","2","2","1","0","","夕奈れぶん","Undressing,Breasts"
"20201208-8","Front,Bottom","Building","Navy Blue","","Navy Blue","White","1","2","1,2","1","0","","Pilgrim","Vagina,Vibrator,Undressing,Breasts"
"20201208-9","Back","Streets","Blue","Red","Blue","White","0","0","1","2","0","1","苑紗","Bicycle"
"20201209-1","Front","Streets,Building","Blue","Red","Blue","White","0","0","1,2","3","0","","苑紗",
"20201209-2","Front,Bottom","Streets,Wilderness","Black","Cyan,Light Blue","Black","Black","0","1","1","1","0","0","苑紗","Bicycle"
"20201209-3","Front,Side","Streets","Blue","Red","Blue","White","0","0","1,2","2","0","0","苑紗","Bicycle"
"20201209-4","Back,Side","Streets","Blue","Red","Blue","White","0","0","1","2","0","0","苑紗","Bicycle"
"20201209-5","Front","Building,Rooftop","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","0,1","ぺんたごん","Confession"
"20201209-6","Front","Streets","Yellow","Red","Navy Blue","Navy Blue","1","0","1","1","0","1","ギョウザマコト",
"20201209-7","Front","School","Navy Blue","Red","","Navy Blue","1","0","1,2","1","0","0","月うさぎ","Cat"
"20201209-8","Front,Side","","Purple","Navy Blue","Purple","Purple","1","1","1","1","0","","OA","Cat"
"20201209-9","Front,Side","","Black","Blue","","Black","1","0","1,2","1","1","","野々江蓮",
"20201210-0","Front","","Light Blue","Light Blue","Light Blue","White","0","0","1","1","0","","冷麦かむい",
"20201210-1","Front","","Black","Red","Black","White","0","1","1","1","0","","弱電波",
"20201210-2","Front","Wilderness","Black","Dim Blue","Black","White","0","0","1","1","0","0","ゐけ",
"20201210-3","Front,Side","","Black","Green","Black","White","0","0","2","1","0","","ツインポー","Animals"
"20201210-4","Side,Back","Building,House","Black","Red","Black","White","0","1","","1","0","0,1","ツインポー","Undressing"
"20201210-5","Front","","Navy Blue","Blue,Red","Navy Blue,Black","White","0","0","2","2","0","","ツインポー","Animals"
"20201210-6","Front,Side","","Navy Blue","Red","Navy Blue","White","0","2","2","2","0","","ツインポー","Animals"
"20201210-7","Side","Bed","Light Blue","Yellow","Light Blue","White","0","0","2","1","0","","平日",
"20201210-8","Front,Side","Wilderness","Navy Blue","Red","Navy Blue","Navy Blue","1","0","1","1","0","0","미라쥬/ミラージュ","Mouse,Fox"
"20201210-9","Front","Sofa,Bed","White","White","Navy Blue","Navy Blue","1","0","1,2","1","0","","。ぱにぽ","Azur Lane,Akita Inu,Dog"
"20201213-0","Front","Building","Black","Black","Black","White","0","0","1,2","1","0","0","。ぱにぽ","Azur Lane,Noshiro"
"20201213-1","Front","Building","Black","Black","Black,Navy Blue","White","0","0","1","1","0","0","。ぱにぽ","Azur Lane,Noshiro"
"20201213-2","Front,Side","","Navy Blue,Black","Dim Blue","Navy Blue,Black","White","1","1","1","1","0","","ハルイ","Hyouka,Eru Chitanda,Undressing"
"20201213-3","Front","","Navy Blue","Dim Blue","Navy Blue","White","1","0","1","1","0","","ハルイ","Hyouka,Eru Chitanda"
"20201213-4","Front","","Navy Blue","Red","/","White","0","1","1","1","0","","Lkeris",
"20201213-5","Side","Wilderness","Navy Blue","Red","","White","1","0","1","1","0","0","むぁろ",
"20201213-6","Front","","Navy Blue","Yellow","Navy Blue","White","1","0","1,2","1","0","","猪野",
"20201213-7","Front,Side,Top","Sofa","Black","Red","Black","Black","1","0","1,2","1","0","","めんぼー",
"20201213-8","Side","","White","","Gray","White","1","0","0,1","1","0","","白宮夢兎",
"20201213-9","Front,Side","","Navy Blue","Red","","Navy Blue","1","0","1","1","0","","遊空戯 ロキ",
"20201214-0","Front,Side,Bottom","Sofa","Navy Blue","Yellow","Navy Blue","White,Brown","1","2","2","1","0","0","RYO@わんわん","Breasts,Mastrubation"
"20201214-1","Front,Bottom","School","Black","Red","Black","White,Ivory","1","2","1","1","0","1","RYO@わんわん",
"20201214-2","Back,Bottom","Wilderness,Streets","White","","White","Pink","1","1","","1","0","0","りかたん☆",
"20201214-3","Front","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","2","1","0","","HYUN","VTuber,Gawr Gura"
"20201214-4","Front","","Navy Blue","Red","Navy Blue","White","0","1","1","1","0","","ハナダチョコ",
"20201214-5","Front","","Navy Blue","Red","Navy Blue","White","1","2","1,2","1","0","","ハナダチョコ",
"20201214-6","Front","","Black","Red","Black","Black","1","0","0,1","1","0","","けそシロウ","Fate/Grand Order,Saber Alter"
"20201214-7","Front,Side","","White","Red,Pink,Magenta","Gray","Navy Blue","1","1","1","1","0","","けそシロウ","Undressing"
"20201214-8","Front","","Black","Dim Red","Black","Navy Blue","1","0","1","1","0","","TSUKA","Glasses,Breasts"
"20201214-9","Front","School","Navy Blue","Red","Navy Blue","White","0","2","1","1","0","","sironora","Undressing"
"20201215-0","Front","","Navy Blue","Red","Navy Blue","Light Blue","1","0","1","1","0","","sironora",
"20201215-1","Side","School","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","0","sironora","Glasses"
"20201215-2","Front","","Red","Black","Red","White","1","0","1,2","1","0","","澄夜 咲星🌌","VTuber,Nakiri Ayame"
"20201215-3","Front,Top","Bed","Black","Red","Black","Black","1","0","1","1","0","0,1","世•セイ",
"20201215-4","Front,Side","Wilderness","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","0","lv9kaito",
"20201215-5","Side","Building","Black","Black","Black","Black","1","1","1,2","1","0","","ちにく","Demon"
"20201215-6","Top","Buildilng","Black","Dim Red","Black","Black","1","0","0,1","1","0","","ちにく",
"20201215-7","Side","","Navy Blue","Red","","White","","0","1","1","0","","花丘みる",
"20201215-8","Front","","Navy Blue","Red","Navy Blue","White","1","1","1","1","0","","鯖乃美そに","Undressing"
"20201215-9","Front","Wilderness","Black","Red","Black","Black","1","0","1","1","0","0","もつ","In Water"
"20201216-0","Front","","Navy Blue","Red,Dim Blue","Navy Blue","White,Navy Blue,Gray","1","0","2","3","0","","ぺんたごん",
"20201216-1","Front","","Navy Blue","Navy Blue","Navy Blue","White","1","0","0","1","0","","うさごろう",
"20201216-2","Front","School","Navy Blue","White","Navy Blue","Navy Blue,Black","1","0","1","1","0","0","ねく | neku","Confession"
"20201216-3","Front","Train,Streets","Navy Blue","White","Navy Blue","Navy Blue,White","1","0","1","1","0","0","ねく | neku",
"20201216-4","Front","School","White","White","Navy Blue","Navy Blue","1","0","1","1","0","","ねく | neku",
"20201216-5","Front","","Black","Red","Black","White","1","2","2","1","0","","JJuneジュン","Femdom,Penis,Breasts"
"20201216-6","Front","Building","White","Red","Black","Black","1","2","1","1","0","0","JJuneジュン","Breasts,Vagina"
"20201216-8","Front,Side","","Light Blue","Red","Light Blue","White","1","0","1,2","1","0","","ｊｊｊｊｊｊｊ",
"20201216-9","Front","","Brown","Yellow","Brown","White","0","0","1","1","0","","ｊｊｊｊｊｊｊ",
"20201217-0","Front,Side","","White","Light Blue","","White","1","0","1","1","0","","さめ","Ryuou no Shigoto!,Ginko Sora"
"20201217-1","Front","","Black","Red","Black","Black","1","0","1","1","0","","朝凪つばめ","Weapon"
"20201217-2","Front","School","Navy Blue","Red","Navy Blue","White","0","2","0,1","1","0","0","yizumi,","Vibrator,Collar,Glasses,Tears"
"20201217-3","Back,Bottom","Wilderness","Navy Blue","Red","Navy Blue","White","0","1","1","1","0","0","yizumi,",
"20201217-4","Front","Building","Navy Blue","Red","Navy Blue","White","0","2","1","1","0","0","yizumi,","Vibrator,Undressing"
"20201217-5","Side","","Navy Blue","Red","Navy Blue","White,Ivory","1","0","1","1","0","","笹森トモエ@3日目南ア-51a","Succubus Stayed Life,Tsukino Koizumizawa"
"20201217-6","Side","Streets","Gray","Red","Gray","White","0","0","1","1","0","0,1","笹森トモエ@3日目南ア-51a",
"20201217-7","Side","","Black","White","Black","Black","1","0","1","3","0","","笹森トモエ@3日目南ア-51a","Succubus Stayed Life,Tsukino Koizumizawa,Akizono Kanna,Sakuramachi Toko,Glasses"
"20201217-8","Front","","Black","White","Black","Black","1","0","1","1","0","","笹森トモエ@3日目南ア-51a","Succubus Stayed Life,Sakuramachi Toko,Umbrella"
"20201217-9","Side","","Navy Blue","Red","","Navy Blue","1","0","1","1","0","","笹森トモエ@3日目南ア-51a",
"20201218-0","Side","","Black","Light Blue","Black","Black","1","0","1","1","0","","笹森トモエ@3日目南ア-51a",
"20201218-1","Front,Side","Building,Wilderness","Black","Red","Black","White","0","0","1","1","0","0","笹森トモエ@3日目南ア-51a",
"20201218-2","Front","","Navy Blue","Red","Navy Blue","White,Pink","1","0","1","1","0","","笹森トモエ@3日目南ア-51a",
"20201218-3","Front","","Black","Grue","Black","Black","1","0","2","1","0","","笹森トモエ@3日目南ア-51a",
"20201218-4","Front","Buildilng","White","Light Blue","Navy Blueu","WHite","0","0","1","1","0","0","荻pote",
"20201218-5","Side","","Black","Red","","White","1","0","1,2","1","0","","落合雅","Tears"
"20201218-6","Side,Back","School","Navy Blue","Grue","Navy Blue","White","1","1","1","1","0","0","落合雅",
"20201218-7","Front","","Navy Blue","Purple,Blue","Navy Blue","White","1","0","1","1","0","0","美和野らぐ","Angel,In Water"
"20201218-8","Front,Side","","Purple,Blue","Purple,Blue","Purple,Blue,Light Blue","Translucent White","1","0","2","1","0","","美和野らぐ",
"20201218-9","Front","","","Grue","Black","Black","1","0","1","1","0","","美和野らぐ",
"20201219-0","Front","School","Black","Red","Navy Blue","White","0","0","2","1","0","","美和野らぐ","Collar,Weapon"
"20201219-1","Side","Building","Navy Blue","Navy Blue","Navy Blue","White","1","0","1","1","0","0","chawanmusi8",
"20201219-2","Side","Streets","Navy Blue","","Navy Blue","White","0","0","1,2","1","0","0,1","永遠の十七歳",
"20201219-3","Front","Wilderness","Navy Blue","Light Blue","Navy Blue","White","0","0","2","1","0","0","遊空戯 ロキ",
"20201219-4","Side","Building","Navy Blue","Dim Blue","Navy Blue","Navy Blue","1","0","1","1","0","0","ぶれんぼ",
"20201219-5","Front","Building","White","Black","Navy Blue","White","0","1","1","1","0","0","ぶれんぼ",
"20201222-0","Front","Building","Navy Blue","Red","Navy Blue","Navy Blue","1","0","1","1","0","","たきつぼん",
"20201222-2","Side","","Black","Red","Black","White","1","0","1","1","0","","130F",
"20201222-3","Front","","Black","White","Black","Black","1","0","1","1","0","","柊木ひえ",
"20201222-4","Side","Streets,Train,Building","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","0","ケビンばやし",
"20201222-5","Front","","Navy Blue","White","Navy Blue","Navy Blue","1","0","2","2","0","","ぺんたごん","Yuri"
"20201222-6","Front,Side","","White","Red","Blue","Blue","1","0","1","1","0","0","eternals @ Twitter","VTuber,Gawr Gura"
"20201223-0","Side","Building","Navy Blue","White","Navy Blue","Navy Blue","1","0","1","1","0","","ぺんたごん",""
"20201223-1","Front","School,Building","Navy Blue","Light Blue","Navy Blue","White","1","0","2","1","0","0","ぺんたごん","Dialog"
"20201223-3","Side","Wilderness","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","2","Aちき",""
"20201223-4","Front","Wilderness","Blue","Blue","Blue","White","0","0","2","1","0","1,2","Aちき",""
"20201227-0","Front","","Navy Blue","Red","","White","1","0","1","1","0","","氷犬",""
"20201227-1","Front","","Black","Blue","Black","White","0","0","0","1","0","","ジッツ",""
"20201227-2","Front,Side","Building","White","Red","Light Gray","Light Gray,Gray","1","0","1,2","1","0","0","隻奈",""
"20201227-3","Front","Building,Bed","Navy Blue","Light Blue","Navy Blue","White","1","0","1","1","0","0","イコモチ","Hairdressing"
"20201227-4","Side","School","Black","Red","Black","Black","1","1","1","1","0","0","めんぼー",""
"20201227-5","Front,Side,Top","","Navy Blue","Red","Navy Blue","White","0","1","1","1","0","0","忍野イリス(rufaneko)",""
"20201227-6","Side","","White","Red","Navy Blue","White","1","1","1,2","1","0","","忍野イリス(rufaneko)","Collar"
"20201227-7","Front","","Black","Red","Black","White","0","1","2","1","0","","あんきも",""
"20201227-8","Bottom","","Black","Red","Black","White","0","1","2","1","0","","あんきも",""
"20201229-0","Front,Bottom","","Black","Red","Black","White","0","1","1","1","0","","あんきも",""
"20201229-1","Side","School","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","0","穂みのつ",""
"20201229-2","Front","Building","Navy Blue","Red","","White","0","0","2","1","0","","穂みのつ",""
"20201229-3","Front","Building,School","Black","Red","Black","Black","1","0","1","1","0","0","wingheart",""
"20201229-4","Front","Streets","Black","Red","Black","White,Gray","1","0","1,2","2","0","0,1","wingheart",""
"20201229-5","Front","Pool,Buildilng","Navy Blue","Red","Navy Blue","White","0","0","1,2","1","0","0","wingheart","Yuri,In Water,Breasts"
"20201229-6","Front,Side","Buildling","Black","Red","Gray","Gray","1","0","1","1","0","0","wingheart",""
